servicerequestid,servicecode,status_id,address_id,adddate,resolutiondate,serviceduedate,serviceorderdate,details,servicecallcount
23-00641514,S0031,1,5033,2023-12-11 19:00:00,2023-12-14 20:00:00,2023-12-15 05:00:00,2023-12-11 19:00:00,,1
23-00630034,S0031,1,5035,2023-12-04 22:00:00,2023-12-08 22:00:00,2023-12-09 05:00:00,2023-12-04 22:00:00,,1
23-00630035,S0441,1,5036,2023-12-04 22:00:00,2023-12-06 18:00:00,2023-12-06 22:00:00,2023-12-04 22:00:00,,1
23-00650242,S0477,3,5036,2023-12-15 22:00:00,,2024-01-18 05:00:00,2023-12-15 22:00:00,,1
23-00630036,S0311,1,5037,2023-12-04 22:00:00,2023-12-05 16:00:00,2023-12-11 22:00:00,2023-12-04 22:00:00,,1
23-00630042,S0457,1,3227,2023-12-04 22:00:00,2023-12-05 12:00:00,2023-12-11 22:00:00,2023-12-04 22:00:00,,1
23-00626327,SIGNMISS_v2,4,3227,2023-12-02 12:00:00,,2024-06-04 12:00:00,2023-12-02 12:00:00,,1
23-00630043,S0457,1,5040,2023-12-04 22:00:00,2023-12-05 13:00:00,2023-12-11 22:00:00,2023-12-04 22:00:00,,1
23-00630044,SPSTDAMA,1,5041,2023-12-04 22:00:00,2023-12-04 22:00:00,2023-12-05 22:00:00,2023-12-04 22:00:00,,1
23-00630045,S0031,1,5042,2023-12-04 22:00:00,2023-12-07 14:00:00,2023-12-08 05:00:00,2023-12-04 22:00:00,,1
23-00630046,S0261,1,5043,2023-12-04 22:00:00,2023-12-05 00:00:00,2023-12-05 22:00:00,2023-12-04 22:00:00,,1
23-00630051,S0031,1,5045,2023-12-04 22:00:00,2023-12-12 20:00:00,2023-12-13 05:00:00,2023-12-04 22:00:00,,1
23-00630055,S0031,1,5046,2023-12-04 22:00:00,2023-12-07 18:00:00,2023-12-08 05:00:00,2023-12-04 22:00:00,,1
23-00630056,VACPROP,1,5047,2023-12-04 22:00:00,2023-12-18 16:00:00,2024-04-29 22:00:00,2023-12-04 22:00:00,,1
23-00630058,S0031,1,5048,2023-12-04 22:00:00,2023-12-08 18:00:00,2023-12-09 05:00:00,2023-12-04 22:00:00,,1
23-00630060,S0031,1,5049,2023-12-04 22:00:00,2023-12-26 14:00:00,2023-12-13 05:00:00,2023-12-04 22:00:00,,1
23-00630061,S0311,1,5050,2023-12-04 22:00:00,2023-12-07 15:00:00,2023-12-11 22:00:00,2023-12-04 22:00:00,,1
23-00630066,S0031,1,5053,2023-12-04 22:00:00,2023-12-08 22:00:00,2023-12-09 00:00:00,2023-12-04 22:00:00,,1
23-00659135,S0196,1,5053,2023-12-21 16:00:00,2023-12-21 20:00:00,2024-01-04 16:00:00,2023-12-21 16:00:00,,1
23-00630070,DMV31,1,5055,2023-12-04 22:00:00,2023-12-11 15:00:00,2023-12-13 22:00:00,2023-12-04 22:00:00,,1
23-00630072,S0031,1,5056,2023-12-04 22:00:00,2023-12-12 20:00:00,2023-12-13 05:00:00,2023-12-04 22:00:00,,1
23-00630074,S0477,3,5056,2023-12-04 22:00:00,,2024-01-09 05:00:00,2023-12-04 22:00:00,,1
23-00630075,S0311,1,5058,2023-12-04 22:00:00,2023-12-05 15:00:00,2023-12-11 22:00:00,2023-12-04 22:00:00,,1
23-00630077,S0477,1,5059,2023-12-04 22:00:00,2023-12-07 18:00:00,2023-12-08 05:00:00,2023-12-04 22:00:00,,1
23-00654257,S0477,1,5059,2023-12-19 07:00:00,2023-12-28 20:00:00,2023-12-29 05:00:00,2023-12-19 07:00:00,,1
23-00630078,S0031,1,5060,2023-12-04 22:00:00,2023-12-12 14:00:00,2023-12-13 05:00:00,2023-12-04 22:00:00,,1
23-00630088,SPSTDAMA,1,5067,2023-12-04 22:00:00,2023-12-04 23:00:00,2023-12-05 22:00:00,2023-12-04 22:00:00,,1
23-00630089,S0301,1,5068,2023-12-04 22:00:00,2023-12-08 21:00:00,2023-12-07 22:00:00,2023-12-04 22:00:00,,1
23-00630091,S0441,1,5069,2023-12-04 22:00:00,2023-12-07 20:00:00,2023-12-06 22:00:00,2023-12-04 22:00:00,,1
23-00655919,S0031,1,5069,2023-12-19 21:00:00,2023-12-28 22:00:00,2023-12-29 05:00:00,2023-12-19 21:00:00,,1
23-00630092,S0276,1,5070,2023-12-04 22:00:00,2023-12-18 12:00:00,2023-12-11 22:00:00,2023-12-04 22:00:00,"DDOT has inspected the meter at this location. The request has been resolved and this service request is being closed. If there are new or unfinished issues, please enter a new 311 request through the https://311.dc.gov/ website. Thank you.",1
23-00630095,S0311,1,5072,2023-12-04 22:00:00,2023-12-07 16:00:00,2023-12-11 22:00:00,2023-12-04 22:00:00,,1
23-00630131,S0441,1,5073,2023-12-04 23:00:00,2023-12-07 18:00:00,2023-12-06 23:00:00,2023-12-04 23:00:00,,1
23-00630132,S0261,1,5074,2023-12-04 23:00:00,2023-12-05 02:00:00,2023-12-05 23:00:00,2023-12-04 23:00:00,,1
23-00630133,S0031,1,5075,2023-12-04 23:00:00,2023-12-08 00:00:00,2023-12-08 05:00:00,2023-12-04 23:00:00,,1
23-00630135,SIGNMISS_v2,1,5076,2023-12-04 23:00:00,2023-12-29 15:00:00,2024-06-05 23:00:00,2023-12-04 23:00:00,,1
23-00668631,SIGTRAMA,1,5076,2023-12-29 15:00:00,2023-12-29 19:00:00,2024-01-03 15:00:00,2023-12-29 15:00:00,,1
23-00669245,SIGNMISS_v2,4,5076,2023-12-29 19:00:00,,2024-07-01 19:00:00,2023-12-29 19:00:00,,1
23-00630137,VACPROP,1,5077,2023-12-04 23:00:00,2023-12-12 17:00:00,2024-04-29 23:00:00,2023-12-04 23:00:00,,1
23-00630140,S0031,1,5078,2023-12-05 00:00:00,2023-12-07 16:00:00,2023-12-08 05:00:00,2023-12-05 00:00:00,,1
23-00630141,S05SL,1,5079,2023-12-05 00:00:00,2023-12-15 15:00:00,2023-12-14 00:00:00,2023-12-05 00:00:00,,1
23-00630142,DMV01,1,5080,2023-12-05 00:00:00,2023-12-11 17:00:00,2023-12-14 00:00:00,2023-12-05 00:00:00,,1
23-00630143,S0031,1,5081,2023-12-05 00:00:00,2023-12-12 14:00:00,2023-12-13 00:00:00,2023-12-05 00:00:00,,1
23-00630147,S0336,1,5082,2023-12-05 00:00:00,2023-12-05 08:00:00,2024-01-18 00:00:00,2023-12-05 00:00:00,,1
23-00630149,S0031,1,5083,2023-12-05 00:00:00,2023-12-11 14:00:00,2023-12-12 00:00:00,2023-12-05 00:00:00,,1
23-00630224,S0477,1,5084,2023-12-05 02:00:00,2023-12-19 18:00:00,2023-12-20 05:00:00,2023-12-05 02:00:00,,1
23-00630226,S0000,1,5086,2023-12-05 02:00:00,2023-12-07 17:00:00,2023-12-22 02:00:00,2023-12-05 02:00:00,,1
23-00630232,S0311,1,5087,2023-12-05 02:00:00,2023-12-05 17:00:00,2023-12-12 02:00:00,2023-12-05 02:00:00,,1
23-00631874,S0311,1,5087,2023-12-05 18:00:00,2023-12-05 20:00:00,2023-12-12 18:00:00,2023-12-05 18:00:00,,1
23-00630233,S0181,1,5088,2023-12-05 02:00:00,2023-12-16 22:00:00,2023-12-22 02:00:00,2023-12-05 02:00:00,,1
23-00662236,S0031,1,5088,2023-12-23 21:00:00,2023-12-27 00:00:00,2023-12-27 05:00:00,2023-12-23 21:00:00,,1
23-00632432,S0181,2,5088,2023-12-05 21:00:00,2023-12-16 22:00:00,2023-12-22 21:00:00,2023-12-05 21:00:00,,1
23-00630235,S0261,1,5090,2023-12-05 02:00:00,2023-12-05 02:00:00,2023-12-06 02:00:00,2023-12-05 02:00:00,,1
23-00630236,S0311,1,5091,2023-12-05 02:00:00,2023-12-05 16:00:00,2023-12-12 02:00:00,2023-12-05 02:00:00,,1
23-00630239,S0031,1,5094,2023-12-05 02:00:00,2023-12-11 14:00:00,2023-12-12 00:00:00,2023-12-05 02:00:00,,1
23-00630240,S0261,1,5095,2023-12-05 02:00:00,2023-12-05 02:00:00,2023-12-06 02:00:00,2023-12-05 02:00:00,,1
23-00660254,S0311,1,5095,2023-12-22 00:00:00,2023-12-22 15:00:00,2023-12-30 00:00:00,2023-12-22 00:00:00,,1
23-00630241,S0441,1,5096,2023-12-05 02:00:00,2023-12-13 16:00:00,2023-12-07 02:00:00,2023-12-05 02:00:00,,1
23-00636839,S0321,1,5096,2023-12-07 22:00:00,2023-12-13 16:00:00,2023-12-11 22:00:00,2023-12-07 22:00:00,,1
23-00630242,S0031,1,5097,2023-12-05 02:00:00,2023-12-08 00:00:00,2023-12-08 05:00:00,2023-12-05 02:00:00,,1
23-00630243,S0031,1,5098,2023-12-05 02:00:00,2023-12-13 16:00:00,2023-12-14 00:00:00,2023-12-05 02:00:00,,1
23-00630246,S0031,1,5100,2023-12-05 02:00:00,2023-12-11 14:00:00,2023-12-13 05:00:00,2023-12-05 02:00:00,,1
23-00630249,S0336,1,5101,2023-12-05 02:00:00,2023-12-05 07:00:00,2024-01-18 02:00:00,2023-12-05 02:00:00,,1
23-00630252,S0031,1,5102,2023-12-05 02:00:00,2023-12-07 14:00:00,2023-12-08 05:00:00,2023-12-05 02:00:00,,1
23-00630254,S0031,1,5103,2023-12-05 02:00:00,2023-12-11 16:00:00,2023-12-12 05:00:00,2023-12-05 02:00:00,,1
23-00630255,S0031,1,5104,2023-12-05 02:00:00,2023-12-13 18:00:00,2023-12-14 00:00:00,2023-12-05 02:00:00,,1
23-00630257,S0311,1,5105,2023-12-05 03:00:00,2023-12-05 18:00:00,2023-12-12 03:00:00,2023-12-05 03:00:00,,1
23-00655394,S0311,1,5105,2023-12-19 18:00:00,2023-12-20 15:00:00,2023-12-27 18:00:00,2023-12-19 18:00:00,,1
23-00630259,S0031,1,5106,2023-12-05 03:00:00,2023-12-13 16:00:00,2023-12-14 00:00:00,2023-12-05 03:00:00,,1
23-00630260,S0031,1,5107,2023-12-05 03:00:00,2023-12-08 22:00:00,2023-12-09 00:00:00,2023-12-05 03:00:00,,1
23-00642114,S0031,5,5107,2023-12-11 22:00:00,2023-12-13 15:00:00,2023-12-15 00:00:00,2023-12-11 22:00:00,,1
23-00630269,S0346,1,5111,2023-12-05 03:00:00,2023-12-05 14:00:00,2023-12-12 03:00:00,2023-12-05 03:00:00,,1
23-00642135,S0346,3,5111,2023-12-11 22:00:00,,2023-12-18 22:00:00,2023-12-11 22:00:00,,1
23-00630271,S0477,1,5112,2023-12-05 03:00:00,2023-12-19 18:00:00,2023-12-20 05:00:00,2023-12-05 03:00:00,,1
23-00630272,COMPOSTM,1,5113,2023-12-05 03:00:00,2023-12-06 22:00:00,2023-12-08 03:00:00,2023-12-05 03:00:00,,1
23-00630273,S0321,1,5114,2023-12-05 03:00:00,2023-12-07 20:00:00,2023-12-07 03:00:00,2023-12-05 03:00:00,,1
23-00630276,S0261,1,5115,2023-12-05 03:00:00,2023-12-05 06:00:00,2023-12-06 03:00:00,2023-12-05 03:00:00,,1
23-00642341,S0261,1,5115,2023-12-12 02:00:00,2023-12-12 03:00:00,2023-12-13 02:00:00,2023-12-12 02:00:00,,1
23-00630277,S0031,1,5116,2023-12-05 03:00:00,2023-12-11 16:00:00,2023-12-12 00:00:00,2023-12-05 03:00:00,,1
23-00651813,S0477,3,5116,2023-12-18 02:00:00,,2024-01-27 05:00:00,2023-12-18 02:00:00,,1
23-00630278,PETWASTECOMP,1,5117,2023-12-05 03:00:00,2023-12-05 03:00:00,2023-12-06 03:00:00,2023-12-05 03:00:00,,1
23-00665761,S0031,3,5117,2023-12-27 20:00:00,,2024-01-04 05:00:00,2023-12-27 20:00:00,,1
23-00630288,S0336,1,5118,2023-12-05 04:00:00,2023-12-05 07:00:00,2024-01-18 04:00:00,2023-12-05 04:00:00,,1
23-00642353,S0336,1,5118,2023-12-12 03:00:00,2023-12-12 08:00:00,2024-01-25 03:00:00,2023-12-12 03:00:00,,1
23-00630289,S0336,1,5119,2023-12-05 04:00:00,2023-12-05 07:00:00,2024-01-18 04:00:00,2023-12-05 04:00:00,,1
23-00642352,S0336,1,5119,2023-12-12 03:00:00,2023-12-12 08:00:00,2024-01-25 03:00:00,2023-12-12 03:00:00,,1
23-00630290,S0336,1,5120,2023-12-05 04:00:00,2023-12-05 08:00:00,2024-01-18 04:00:00,2023-12-05 04:00:00,,1
23-00656963,S0441,1,5120,2023-12-20 15:00:00,2023-12-21 18:00:00,2023-12-22 15:00:00,2023-12-20 15:00:00,,1
23-00632192,S0451,5,5120,2023-12-05 20:00:00,2023-12-17 22:00:00,2024-01-04 20:00:00,2023-12-05 20:00:00,,1
23-00632150,S0316,5,5120,2023-12-05 19:00:00,2023-12-17 22:00:00,2024-01-04 19:00:00,2023-12-05 19:00:00,,1
23-00630291,S0336,1,5121,2023-12-05 04:00:00,2023-12-05 07:00:00,2024-01-18 04:00:00,2023-12-05 04:00:00,,1
23-00630292,S0336,1,5122,2023-12-05 04:00:00,2023-12-05 07:00:00,2024-01-18 04:00:00,2023-12-05 04:00:00,,1
23-00630294,S0336,1,5123,2023-12-05 04:00:00,2023-12-05 07:00:00,2024-01-18 04:00:00,2023-12-05 04:00:00,,1
23-00642356,S0336,1,5123,2023-12-12 03:00:00,2023-12-12 07:00:00,2024-01-25 03:00:00,2023-12-12 03:00:00,,1
23-00630295,S0261,1,5124,2023-12-05 04:00:00,2023-12-05 06:00:00,2023-12-06 04:00:00,2023-12-05 04:00:00,,1
23-00630296,S0336,1,5125,2023-12-05 04:00:00,2023-12-05 07:00:00,2024-01-18 04:00:00,2023-12-05 04:00:00,,1
23-00630297,S0336,1,5126,2023-12-05 04:00:00,2023-12-05 07:00:00,2024-01-18 04:00:00,2023-12-05 04:00:00,,1
23-00642359,S0336,1,5126,2023-12-12 03:00:00,2023-12-12 09:00:00,2024-01-25 03:00:00,2023-12-12 03:00:00,,1
23-00630299,S0321,1,5127,2023-12-05 04:00:00,2023-12-08 20:00:00,2023-12-07 04:00:00,2023-12-05 04:00:00,,1
23-00630300,S0031,1,5128,2023-12-05 04:00:00,2023-12-12 18:00:00,2023-12-13 00:00:00,2023-12-05 04:00:00,,1
23-00630301,CONTREMO,1,5128,2023-12-05 04:00:00,2023-12-18 14:00:00,2024-01-04 04:00:00,2023-12-05 04:00:00,,1
23-00630303,S0477,3,5128,2023-12-05 04:00:00,,2024-01-09 00:00:00,2023-12-05 04:00:00,,1
23-00649910,CONTREMO,3,5128,2023-12-15 20:00:00,,2024-01-16 20:00:00,2023-12-15 20:00:00,,1
23-00630314,S0031,1,5130,2023-12-05 05:00:00,2023-12-08 22:00:00,2023-12-09 05:00:00,2023-12-05 05:00:00,,1
23-00645578,S0031,1,5130,2023-12-13 17:00:00,2023-12-20 18:00:00,2023-12-21 05:00:00,2023-12-13 17:00:00,,1
23-00657813,S0311,1,5130,2023-12-20 19:00:00,2023-12-21 16:00:00,2023-12-28 19:00:00,2023-12-20 19:00:00,,1
23-00630331,S0261,1,5132,2023-12-05 08:00:00,2023-12-05 10:00:00,2023-12-06 08:00:00,2023-12-05 08:00:00,,1
23-00640196,S0261,1,5132,2023-12-11 10:00:00,2023-12-11 13:00:00,2023-12-12 10:00:00,2023-12-11 10:00:00,,1
23-00644462,S0261,1,5132,2023-12-13 00:00:00,2023-12-13 01:00:00,2023-12-14 00:00:00,2023-12-13 00:00:00,,1
23-00646617,S0261,1,5132,2023-12-14 04:00:00,2023-12-14 08:00:00,2023-12-15 04:00:00,2023-12-14 04:00:00,,1
23-00648556,S0261,1,5132,2023-12-15 02:00:00,2023-12-15 03:00:00,2023-12-16 02:00:00,2023-12-15 02:00:00,,1
23-00650559,S0261,1,5132,2023-12-16 08:00:00,2023-12-16 12:00:00,2023-12-18 08:00:00,2023-12-16 08:00:00,,1
23-00651284,S0261,1,5132,2023-12-17 02:00:00,2023-12-18 16:00:00,2023-12-19 02:00:00,2023-12-17 02:00:00,,1
23-00654247,S0261,1,5132,2023-12-19 05:00:00,2023-12-19 12:00:00,2023-12-20 05:00:00,2023-12-19 05:00:00,,1
23-00658419,S0261,1,5132,2023-12-21 01:00:00,2023-12-21 02:00:00,2023-12-22 01:00:00,2023-12-21 01:00:00,,1
23-00658488,S0261,1,5132,2023-12-21 03:00:00,2023-12-21 09:00:00,2023-12-22 03:00:00,2023-12-21 03:00:00,,1
23-00664391,S0261,1,5132,2023-12-27 01:00:00,2023-12-27 02:00:00,2023-12-28 01:00:00,2023-12-27 01:00:00,,1
23-00668276,S0261,1,5132,2023-12-29 06:00:00,2023-12-29 11:00:00,2023-12-30 06:00:00,2023-12-29 06:00:00,,1
23-00630336,S0031,1,5133,2023-12-05 10:00:00,2023-12-13 22:00:00,2023-12-14 05:00:00,2023-12-05 10:00:00,,1
23-00648628,S0311,1,5133,2023-12-15 07:00:00,2023-12-15 14:00:00,2023-12-22 07:00:00,2023-12-15 07:00:00,,1
23-00649651,S0031,1,5133,2023-12-15 18:00:00,2023-12-19 16:00:00,2023-12-20 05:00:00,2023-12-15 18:00:00,,1
23-00660469,S0031,1,5133,2023-12-22 13:00:00,2023-12-27 00:00:00,2023-12-27 05:00:00,2023-12-22 13:00:00,,1
23-00664470,S0031,3,5133,2023-12-27 08:00:00,,2024-01-04 05:00:00,2023-12-27 08:00:00,,1
23-00668836,S0311,3,5133,2023-12-29 16:00:00,,2024-01-08 16:00:00,2023-12-29 16:00:00,,1
23-00630337,S0441,1,5134,2023-12-05 10:00:00,2023-12-06 18:00:00,2023-12-07 10:00:00,2023-12-05 10:00:00,,1
23-00630346,RPP,1,5135,2023-12-05 11:00:00,2023-12-05 19:00:00,2023-12-06 11:00:00,2023-12-05 11:00:00,,1
23-00650580,S0336,1,5135,2023-12-16 11:00:00,2023-12-18 08:00:00,2024-01-30 11:00:00,2023-12-16 11:00:00,,1
23-00651903,RPP,1,5135,2023-12-18 12:00:00,2023-12-18 17:00:00,2023-12-19 12:00:00,2023-12-18 12:00:00,,1
23-00630347,S0031,1,5136,2023-12-05 11:00:00,2023-12-11 20:00:00,2023-12-12 05:00:00,2023-12-05 11:00:00,,1
23-00630348,S0261,1,5137,2023-12-05 11:00:00,2023-12-05 15:00:00,2023-12-06 11:00:00,2023-12-05 11:00:00,,1
23-00630361,S0336,1,5138,2023-12-05 12:00:00,2023-12-06 08:00:00,2024-01-18 12:00:00,2023-12-05 12:00:00,,1
23-00630362,RPP,1,5139,2023-12-05 12:00:00,2023-12-05 14:00:00,2023-12-06 12:00:00,2023-12-05 12:00:00,,1
23-00635335,RPP,1,5139,2023-12-07 14:00:00,2023-12-07 15:00:00,2023-12-08 14:00:00,2023-12-07 14:00:00,,1
23-00630364,RPP,1,5141,2023-12-05 12:00:00,2023-12-05 19:00:00,2023-12-06 12:00:00,2023-12-05 12:00:00,,1
23-00630365,DDENIDTI,1,5142,2023-12-05 12:00:00,2023-12-05 18:00:00,2024-01-18 12:00:00,2023-12-05 12:00:00,,1
23-00668779,S0311,3,5142,2023-12-29 16:00:00,,2024-01-08 16:00:00,2023-12-29 16:00:00,,1
23-00630366,RPP,1,5143,2023-12-05 12:00:00,2023-12-05 14:00:00,2023-12-06 12:00:00,2023-12-05 12:00:00,,1
23-00630367,S0031,1,5144,2023-12-05 12:00:00,2023-12-08 22:00:00,2023-12-09 05:00:00,2023-12-05 12:00:00,,1
23-00630371,S0261,1,5145,2023-12-05 12:00:00,2023-12-05 13:00:00,2023-12-06 12:00:00,2023-12-05 12:00:00,,1
23-00630378,S0477,1,5147,2023-12-05 12:00:00,2023-12-19 18:00:00,2023-12-20 00:00:00,2023-12-05 12:00:00,,1
23-00668586,S0031,3,5147,2023-12-29 15:00:00,,2024-01-03 05:00:00,2023-12-29 15:00:00,,1
23-00630382,S0031,1,5148,2023-12-05 12:00:00,2023-12-11 20:00:00,2023-12-12 00:00:00,2023-12-05 12:00:00,,1
23-00630897,S0422,1,5148,2023-12-05 15:00:00,2023-12-21 14:00:00,2024-01-04 15:00:00,2023-12-05 15:00:00,,1
23-00630385,RPP,1,5151,2023-12-05 12:00:00,2023-12-05 16:00:00,2023-12-06 12:00:00,2023-12-05 12:00:00,,1
23-00648723,S0196,1,5151,2023-12-15 13:00:00,2023-12-22 15:00:00,2023-12-28 13:00:00,2023-12-15 13:00:00,,1
23-00663039,S0196,3,5151,2023-12-26 14:00:00,,2024-01-08 14:00:00,2023-12-26 14:00:00,,1
23-00630458,S0031,1,5152,2023-12-05 13:00:00,2023-12-12 20:00:00,2023-12-13 05:00:00,2023-12-05 13:00:00,,1
23-00645624,S0031,1,5152,2023-12-13 18:00:00,2023-12-18 20:00:00,2023-12-19 05:00:00,2023-12-13 18:00:00,,1
23-00630459,SIGTRAMA,1,5153,2023-12-05 13:00:00,2023-12-05 17:00:00,2023-12-07 13:00:00,2023-12-05 13:00:00,,1
23-00651281,SIGTRAMA,1,5153,2023-12-17 01:00:00,2023-12-18 15:00:00,2023-12-20 01:00:00,2023-12-17 01:00:00,,1
23-00630461,SIGTRAMA,1,5155,2023-12-05 13:00:00,2023-12-05 17:00:00,2023-12-07 13:00:00,2023-12-05 13:00:00,,1
23-00630464,S0441,1,5156,2023-12-05 13:00:00,2023-12-07 18:00:00,2023-12-07 13:00:00,2023-12-05 13:00:00,,1
23-00630468,S0000,1,625,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-22 13:00:00,2023-12-05 13:00:00,,1
23-00630480,S0000,1,625,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-22 13:00:00,2023-12-05 13:00:00,,1
23-00630457,S0000,1,625,2023-12-05 13:00:00,2023-12-05 14:00:00,2023-12-22 13:00:00,2023-12-05 13:00:00,,1
23-00633917,S0000,1,625,2023-12-06 17:00:00,2023-12-06 17:00:00,2023-12-26 17:00:00,2023-12-06 17:00:00,,1
23-00640419,S0000,1,625,2023-12-11 14:00:00,2023-12-11 16:00:00,2023-12-29 14:00:00,2023-12-11 14:00:00,,1
23-00647160,S0000,1,625,2023-12-14 15:00:00,2023-12-14 18:00:00,2024-01-04 15:00:00,2023-12-14 15:00:00,,1
23-00654883,S0000,1,625,2023-12-19 15:00:00,2023-12-19 18:00:00,2024-01-09 15:00:00,2023-12-19 15:00:00,,1
23-00657010,S0000,1,625,2023-12-20 15:00:00,2023-12-20 18:00:00,2024-01-10 15:00:00,2023-12-20 15:00:00,,1
23-00656510,S0000,1,625,2023-12-20 13:00:00,2023-12-20 14:00:00,2024-01-10 13:00:00,2023-12-20 13:00:00,,1
23-00659617,S0000,1,625,2023-12-21 18:00:00,2023-12-27 14:00:00,2024-01-11 18:00:00,2023-12-21 18:00:00,,1
23-00647237,S0000,2,625,2023-12-14 16:00:00,2023-12-14 18:00:00,2024-01-04 16:00:00,2023-12-14 16:00:00,,1
23-00620916,S05SL,4,625,2023-11-29 18:00:00,,2023-12-08 18:00:00,2023-11-29 18:00:00,,1
23-00630469,SIGNMISS_v2,1,5158,2023-12-05 13:00:00,2023-12-19 20:00:00,2024-06-06 13:00:00,2023-12-05 13:00:00,,1
23-00630477,SIGNMISS_v2,4,5158,2023-12-05 13:00:00,,2024-06-06 13:00:00,2023-12-05 13:00:00,,1
23-00630470,S0181,1,5159,2023-12-05 13:00:00,2023-12-11 16:00:00,2023-12-22 13:00:00,2023-12-05 13:00:00,,1
23-00630476,SIGTRAMA,1,5161,2023-12-05 13:00:00,2023-12-05 17:00:00,2023-12-07 13:00:00,2023-12-05 13:00:00,,1
23-00630481,SIGTRAMA,1,5162,2023-12-05 13:00:00,2023-12-05 17:00:00,2023-12-07 13:00:00,2023-12-05 13:00:00,,1
23-00630483,S0261,1,5163,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-06 13:00:00,2023-12-05 13:00:00,,1
23-00630489,S0261,1,5165,2023-12-05 13:00:00,2023-12-05 14:00:00,2023-12-06 13:00:00,2023-12-05 13:00:00,,1
23-00630490,11,1,5166,2023-12-05 13:00:00,2023-12-06 18:00:00,2023-12-07 13:00:00,2023-12-05 13:00:00,,1
23-00630592,S0457,1,5167,2023-12-05 14:00:00,2023-12-05 18:00:00,2023-12-12 14:00:00,2023-12-05 14:00:00,,1
23-00630562,S0457,1,5167,2023-12-05 14:00:00,2023-12-05 18:00:00,2023-12-12 14:00:00,2023-12-05 14:00:00,,1
23-00664778,S0361,4,5167,2023-12-27 15:00:00,,2025-01-09 15:00:00,2023-12-27 15:00:00,,1
23-00630595,S0181,1,5169,2023-12-05 14:00:00,2023-12-29 20:00:00,2023-12-22 14:00:00,2023-12-05 14:00:00,,1
23-00630606,S0196,1,5169,2023-12-05 14:00:00,2023-12-09 17:00:00,2023-12-15 14:00:00,2023-12-05 14:00:00,,1
23-00630614,S0311,1,5169,2023-12-05 14:00:00,2023-12-05 19:00:00,2023-12-12 14:00:00,2023-12-05 14:00:00,,1
23-00630684,S0181,2,5169,2023-12-05 14:00:00,2023-12-29 20:00:00,2023-12-22 14:00:00,2023-12-05 14:00:00,,1
23-00631047,S0181,2,5169,2023-12-05 15:00:00,2023-12-29 20:00:00,2023-12-22 15:00:00,2023-12-05 15:00:00,,1
23-00639796,S0181,2,5169,2023-12-10 17:00:00,2023-12-29 20:00:00,2023-12-28 17:00:00,2023-12-10 17:00:00,,1
23-00648190,S0181,3,5169,2023-12-14 21:00:00,,2024-01-04 21:00:00,2023-12-14 21:00:00,,1
23-00630597,S0321,1,5170,2023-12-05 14:00:00,2023-12-07 20:00:00,2023-12-07 14:00:00,2023-12-05 14:00:00,,1
23-00636605,S0321,1,5170,2023-12-07 20:00:00,2023-12-14 22:00:00,2023-12-11 20:00:00,2023-12-07 20:00:00,,1
23-00630599,S0346,1,5171,2023-12-05 14:00:00,2023-12-06 17:00:00,2023-12-12 14:00:00,2023-12-05 14:00:00,,1
23-00630604,S0261,1,5172,2023-12-05 14:00:00,2023-12-05 17:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630605,S0261,1,5172,2023-12-05 14:00:00,2023-12-05 17:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00631644,S0261,1,5172,2023-12-05 17:00:00,2023-12-05 19:00:00,2023-12-06 17:00:00,2023-12-05 17:00:00,,1
23-00630607,RPP,1,5173,2023-12-05 14:00:00,2023-12-05 18:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00647129,RPP,1,5173,2023-12-14 15:00:00,2023-12-14 17:00:00,2023-12-15 15:00:00,2023-12-14 15:00:00,,1
23-00658863,11,1,5173,2023-12-21 14:00:00,2023-12-26 16:00:00,2023-12-26 14:00:00,2023-12-21 14:00:00,,1
23-00663804,RPP,1,5173,2023-12-26 18:00:00,2023-12-26 22:00:00,2023-12-27 18:00:00,2023-12-26 18:00:00,,1
23-00630998,RPP,2,5173,2023-12-05 15:00:00,2023-12-05 18:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00631706,RPP,2,5173,2023-12-05 18:00:00,2023-12-05 18:00:00,2023-12-06 18:00:00,2023-12-05 18:00:00,,1
23-00630612,S0031,1,5175,2023-12-05 14:00:00,2023-12-11 16:00:00,2023-12-12 05:00:00,2023-12-05 14:00:00,,1
23-00630616,S0261,1,5177,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630619,S0181,1,5179,2023-12-05 14:00:00,2023-12-11 15:00:00,2023-12-22 14:00:00,2023-12-05 14:00:00,,1
23-00630625,S0031,1,5180,2023-12-05 14:00:00,2023-12-07 16:00:00,2023-12-12 05:00:00,2023-12-05 14:00:00,,1
23-00630628,S0196,1,5182,2023-12-05 14:00:00,2023-12-05 21:00:00,2023-12-15 14:00:00,2023-12-05 14:00:00,,1
23-00630629,S0196,1,5183,2023-12-05 14:00:00,2023-12-05 17:00:00,2023-12-15 14:00:00,2023-12-05 14:00:00,,1
